Torneo de Afghanistan, carrera 100 m, Jonielle SMITH, 9799
Torneo de Switzerland, carrera 1500 m, Laura MUIR, 209929
Torneo de Switzerland, carrera 1500 m, Josh KERR, 209930
Torneo de Switzerland, carrera 1500 m, Rababe ARAFI, 210440
Torneo de Syria, carrera 1500 m, Gudaf TSEGAY, 210009
Torneo de Syria, carrera 1500 m, Stewart MCSWEYN, 210091
Torneo de Syria, carrera 1500 m, Laura WEIGHTMAN, 210568
Torneo de Taiwan, carrera 1500 m, Genzebe DIBABA, 209158
Torneo de Taiwan, carrera 1500 m, Shannon OSIKA, 210066
Torneo de Taiwan, carrera 1500 m, Samuel TEFERA, 211286
Torneo de Tajikistan, carrera 1500 m, Gabriela DEBUES-STAFFORD, 209161
Torneo de Tajikistan, carrera 1500 m, Jakob INGEBRIGTSEN, 209690
Torneo de Tajikistan, carrera 1500 m, Winny CHEBET, 210586
Torneo de Tanzania, carrera 1500 m, Genzebe DIBABA, 208942
Torneo de Tanzania, carrera 1500 m, George Meitamei MANANGOI, 210321
Torneo de Tanzania, carrera 1500 m, Filip INGEBRIGTSEN, 211095
Torneo de Thailand, carrera 1500 m, Jake WIGHTMAN, 209252
Torneo de Thailand, carrera 1500 m, Faith KIPYEGON, 209534
Torneo de Thailand, carrera 1500 m, Abdelaati IGUIDER, 209596
Torneo de Timor-Leste, carrera 1500 m, Sifan HASSAN, 209258
Torneo de Timor-Leste, carrera 1500 m, Matthew CENTROWITZ, 210408
Torneo de Timor-Leste, carrera 1500 m, Jenny SIMPSON, 210418
Torneo de Togo, carrera 1500 m, Winnie NANYONDO, 208805
Torneo de Togo, carrera 1500 m, Winny CHEBET, 208809
Torneo de Togo, carrera 1500 m, Jenny SIMPSON, 209272
Torneo de Tonga, carrera 1500 m, Vincent KIBET, 210979
Torneo de Tonga, carrera 1500 m, Winny CHEBET, 211268
Torneo de Tonga, carrera 1500 m, Abdelaati IGUIDER, 211418
Torneo de Trinidad and Tobago, carrera 1500 m, Stewart MCSWEYN, 208898
Torneo de Trinidad and Tobago, carrera 1500 m, Dawit SEYAUM, 208983
Torneo de Trinidad and Tobago, carrera 1500 m, Rabii DOUKKANA, 209122
Torneo de Tunisia, carrera 1500 m, Elijah Motonei MANANGOI, 209047
Torneo de Tunisia, carrera 1500 m, Bethwell BIRGEN, 209470
Torneo de Tunisia, carrera 1500 m, Ronald MUSAGALA, 211734
Torneo de Turkey, carrera 1500 m, Eilish MCCOLGAN, 208821
Torneo de Turkey, carrera 1500 m, Shannon OSIKA, 208852
Torneo de Turkey, carrera 1500 m, Ciara MAGEEAN, 209317
Torneo de Turkmenistan, carrera 1500 m, Ronald MUSAGALA, 208867
Torneo de Turkmenistan, carrera 1500 m, Shannon OSIKA, 210355
Torneo de Turkmenistan, carrera 1500 m, Josh KERR, 210526
Torneo de Tuvalu, carrera 1500 m, Gudaf TSEGAY, 208804
Torneo de Tuvalu, carrera 1500 m, Timothy CHERUIYOT, 208917
Torneo de Tuvalu, carrera 1500 m, Ronald MUSAGALA, 209029
Torneo de Uganda, carrera 1500 m, Vincent KIBET, 208853
Torneo de Uganda, carrera 1500 m, Jake WIGHTMAN, 209018
Torneo de Uganda, carrera 1500 m, Taoufik MAKHLOUFI, 209203
Torneo de Ukraine, carrera 1500 m, Filip INGEBRIGTSEN, 208856
Torneo de Ukraine, carrera 1500 m, Axumawit EMBAYE, 209604
Torneo de Ukraine, carrera 1500 m, Gudaf TSEGAY, 209775
Torneo de United Arab Emirates, carrera 1500 m, Samuel TEFERA, 209527
Torneo de United Arab Emirates, carrera 1500 m, Axumawit EMBAYE, 209622
Torneo de United Arab Emirates, carrera 1500 m, Genzebe DIBABA, 209778
Torneo de United Kingdom, carrera 1500 m, Faith KIPYEGON, 211679
Torneo de United Kingdom, carrera 1500 m, Shannon OSIKA, 212020
Torneo de United Kingdom, carrera 1500 m, Jake WIGHTMAN, 212401
Torneo de United States, carrera 1500 m, Bethwell BIRGEN, 208797
Torneo de United States, carrera 1500 m, Laura WEIGHTMAN, 210194
Torneo de United States, carrera 1500 m, Jake WIGHTMAN, 210890
Torneo de Uruguay, carrera 1500 m, Samuel TEFERA, 209781
Torneo de Uruguay, carrera 1500 m, Rababe ARAFI, 211002
Torneo de Uruguay, carrera 1500 m, Shelby HOULIHAN, 211294
Torneo de Uzbekistan, carrera 1500 m, Jenny SIMPSON, 209368
Torneo de Uzbekistan, carrera 1500 m, Sifan HASSAN, 210226
Torneo de Uzbekistan, carrera 1500 m, Eilish MCCOLGAN, 210789
Torneo de Vanuatu, carrera 1500 m, Timothy CHERUIYOT, 208809
Torneo de Vanuatu, carrera 1500 m, Nikki HILTZ, 209157
Torneo de Vanuatu, carrera 1500 m, Gudaf TSEGAY, 209335
Torneo de Vatican City, carrera 1500 m, Stewart MCSWEYN, 209555
Torneo de Vatican City, carrera 1500 m, Jake WIGHTMAN, 210263
Torneo de Vatican City, carrera 1500 m, Ronald KWEMOI, 210318
Torneo de Venezuela, carrera 1500 m, Matthew CENTROWITZ, 208947
Torneo de Venezuela, carrera 1500 m, Eilish MCCOLGAN, 209459
Torneo de Venezuela, carrera 1500 m, Jake WIGHTMAN, 210255
Torneo de Vietnam, carrera 1500 m, Rabii DOUKKANA, 208801
Torneo de Vietnam, carrera 1500 m, Jake WIGHTMAN, 209129
Torneo de Vietnam, carrera 1500 m, Shelby HOULIHAN, 210256
Torneo de Virgin Islands (British), carrera 1500 m, Filip INGEBRIGTSEN, 208868
Torneo de Virgin Islands (British), carrera 1500 m, Nikki HILTZ, 208920
Torneo de Virgin Islands (British), carrera 1500 m, Dawit SEYAUM, 209643
Torneo de Wales, carrera 1500 m, Winny CHEBET, 209084
Torneo de Wales, carrera 1500 m, Rabii DOUKKANA, 209493
Torneo de Wales, carrera 1500 m, Shelby HOULIHAN, 209971
Torneo de Yemen, carrera 1500 m, Ciara MAGEEAN, 209096
Torneo de Yemen, carrera 1500 m, Matthew CENTROWITZ, 209734
Torneo de Yemen, carrera 1500 m, Winnie NANYONDO, 210563
Torneo de Zambia, carrera 1500 m, Ronald MUSAGALA, 209088
Torneo de Zambia, carrera 1500 m, Konstanze KLOSTERHALFEN, 209966
Torneo de Zambia, carrera 1500 m, Matthew CENTROWITZ, 210053
Torneo de Zimbabwe, carrera 1500 m, Laura MUIR, 209601
Torneo de Zimbabwe, carrera 1500 m, Ronald MUSAGALA, 210867
Torneo de Zimbabwe, carrera 1500 m, Matthew CENTROWITZ, 211221
Torneo de Afghanistan, carrera 200 m, Andre DE GRASSE, 19555
Torneo de Afghanistan, carrera 200 m, Divine ODUDURU, 19619
Torneo de Afghanistan, carrera 200 m, Andrew HUDSON, 19753
Torneo de Albania, carrera 200 m, Brittany BROWN, 19531
Torneo de Albania, carrera 200 m, Joseph Paul AMOAH, 19564
Torneo de Albania, carrera 200 m, Adam GEMILI, 19611
Torneo de Algeria, carrera 200 m, Cambrea STURGIS, 19506
Torneo de Algeria, carrera 200 m, Anglerne ANNELUS, 19514
Torneo de Algeria, carrera 200 m, Christian COLEMAN, 19549
Torneo de Andorra, carrera 200 m, Anglerne ANNELUS, 19596
Torneo de Andorra, carrera 200 m, Andrew HUDSON, 19646
Torneo de Andorra, carrera 200 m, Alex QUIÑÓNEZ, 19716
Torneo de Angola, carrera 200 m, Abdul Hakim SANI BROWN, 19578
Torneo de Angola, carrera 200 m, Miguel FRANCIS, 19802
Torneo de Angola, carrera 200 m, Dafne SCHIPPERS, 19806
Torneo de Antigua and Barbuda, carrera 200 m, Elaine THOMPSON, 19503
Torneo de Antigua and Barbuda, carrera 200 m, Blessing OKAGBARE, 19512
Torneo de Antigua and Barbuda, carrera 200 m, Ivet LALOVA-COLLIO, 19523
Torneo de Argentina, carrera 200 m, Bernardo BALOYES, 19537
Torneo de Argentina, carrera 200 m, ShaCarri RICHARDSON, 19598
Torneo de Argentina, carrera 200 m, Elaine THOMPSON, 19680
Torneo de Armenia, carrera 200 m, Amy HUNT, 19571
Torneo de Armenia, carrera 200 m, Andrew HUDSON, 19584
Torneo de Armenia, carrera 200 m, Aaron BROWN, 19617
Torneo de Australia, carrera 200 m, Anglerne ANNELUS, 19510
Torneo de Australia, carrera 200 m, Miguel FRANCIS, 19544
Torneo de Australia, carrera 200 m, Dezerea BRYANT, 19548
Torneo de Austria, carrera 200 m, Kenneth BEDNAREK, 19550
Torneo de Austria, carrera 200 m, Teahna DANIELS, 19584
Torneo de Austria, carrera 200 m, Mario BURKE, 19619
Torneo de Azerbaijan, carrera 200 m, Kayla WHITE, 19503
Torneo de Azerbaijan, carrera 200 m, Kenneth BEDNAREK, 19523
Torneo de Azerbaijan, carrera 200 m, ShaCarri RICHARDSON, 19564
Torneo de Bahamas, carrera 200 m, Teahna DANIELS, 19533
Torneo de Bahamas, carrera 200 m, Michael NORMAN, 19574
Torneo de Bahamas, carrera 200 m, Kayla WHITE, 19620
Torneo de Bahrain, carrera 200 m, Shelly-Ann FRASER-PRYCE, 19510
Torneo de Bahrain, carrera 200 m, Zhenye XIE, 19664
Torneo de Bahrain, carrera 200 m, Michael NORMAN, 19672
Torneo de Bangladesh, carrera 200 m, Teahna DANIELS, 19541
Torneo de Bangladesh, carrera 200 m, Divine ODUDURU, 19562
Torneo de Bangladesh, carrera 200 m, Dina ASHER-SMITH, 19683
Torneo de Barbados, carrera 200 m, Beth DOBBIN, 19582
Torneo de Barbados, carrera 200 m, Ramil GULIYEV, 19592
Torneo de Barbados, carrera 200 m, Zhenye XIE, 19621
Torneo de Belarus, carrera 200 m, Clarence MUNYAI, 19517
Torneo de Belarus, carrera 200 m, Salwa Eid NASER, 19563
Torneo de Belarus, carrera 200 m, Dafne SCHIPPERS, 19577
Torneo de Belgium, carrera 200 m, Mujinga KAMBUNDJI, 19689
Torneo de Belgium, carrera 200 m, Clarence MUNYAI, 19886
Torneo de Belgium, carrera 200 m, Dafne SCHIPPERS, 19902
Torneo de Belize, carrera 200 m, ShaCarri RICHARDSON, 19515
Torneo de Belize, carrera 200 m, Mujinga KAMBUNDJI, 19515
Torneo de Belize, carrera 200 m, Mario BURKE, 19516
Torneo de Benin, carrera 200 m, Shaunae MILLER-UIBO, 19623
Torneo de Benin, carrera 200 m, Abdul Hakim SANI BROWN, 19627
Torneo de Benin, carrera 200 m, Teahna DANIELS, 19683
Torneo de Bhutan, carrera 200 m, ShaCarri RICHARDSON, 19513
Torneo de Bhutan, carrera 200 m, Mujinga KAMBUNDJI, 19517
Torneo de Bhutan, carrera 200 m, Dafne SCHIPPERS, 19521
Torneo de Bolivia, carrera 200 m, Noah LYLES, 19558
Torneo de Bolivia, carrera 200 m, Alex WILSON, 19586
Torneo de Bolivia, carrera 200 m, Janeek BROWN, 19621
Torneo de Bosnia and Herzegovina, carrera 200 m, Shaunae MILLER-UIBO, 19502
Torneo de Bosnia and Herzegovina, carrera 200 m, Elaine THOMPSON, 19506
Torneo de Bosnia and Herzegovina, carrera 200 m, Ivet LALOVA-COLLIO, 19554
Torneo de Botswana, carrera 200 m, Kenneth BEDNAREK, 19514
Torneo de Botswana, carrera 200 m, Alex WILSON, 19523
Torneo de Botswana, carrera 200 m, Cravon GILLESPIE, 19550
Torneo de Brazil, carrera 200 m, Teahna DANIELS, 19529
Torneo de Brazil, carrera 200 m, Marie-Josée TA LOU, 19556
Torneo de Brazil, carrera 200 m, Clarence MUNYAI, 19566
Torneo de Brunei, carrera 200 m, Aaron BROWN, 19544
Torneo de Brunei, carrera 200 m, Bernardo BALOYES, 19581
Torneo de Brunei, carrera 200 m, Miguel FRANCIS, 19642
Torneo de Bulgaria, carrera 200 m, Zhenye XIE, 19547
Torneo de Bulgaria, carrera 200 m, Ivet LALOVA-COLLIO, 19555
Torneo de Bulgaria, carrera 200 m, Amy HUNT, 19569
Torneo de Burkina Faso, carrera 200 m, Miguel FRANCIS, 19639
Torneo de Burkina Faso, carrera 200 m, Adam GEMILI, 19647
Torneo de Burkina Faso, carrera 200 m, Alex WILSON, 19672
Torneo de Burundi, carrera 200 m, Salwa Eid NASER, 19586
Torneo de Burundi, carrera 200 m, Dafne SCHIPPERS, 19674
Torneo de Burundi, carrera 200 m, Blessing OKAGBARE, 19734
Torneo de Cabo Verde, carrera 200 m, Joseph Paul AMOAH, 19536
Torneo de Cabo Verde, carrera 200 m, Steven GARDINER, 19645
Torneo de Cabo Verde, carrera 200 m, Bernardo BALOYES, 19686
Torneo de Cambodia, carrera 200 m, Ramil GULIYEV, 19550
Torneo de Cambodia, carrera 200 m, Alex WILSON, 19566
Torneo de Cambodia, carrera 200 m, Anglerne ANNELUS, 19568
Torneo de Cameroon, carrera 200 m, Dezerea BRYANT, 19532
Torneo de Cameroon, carrera 200 m, Brittany BROWN, 19573
Torneo de Cameroon, carrera 200 m, Janeek BROWN, 19574
Torneo de Canada, carrera 200 m, Ramil GULIYEV, 19528
Torneo de Canada, carrera 200 m, Amy HUNT, 19573
Torneo de Canada, carrera 200 m, Salwa Eid NASER, 19630
Torneo de Central African Republic, carrera 200 m, Teahna DANIELS, 19512
Torneo de Central African Republic, carrera 200 m, Dezerea BRYANT, 19543
Torneo de Central African Republic, carrera 200 m, Christian COLEMAN, 19591
Torneo de Chad, carrera 200 m, Noah LYLES, 19510
Torneo de Chad, carrera 200 m, Steven GARDINER, 19516
Torneo de Chad, carrera 200 m, Elaine THOMPSON, 19612
Torneo de Chile, carrera 200 m, Blessing OKAGBARE, 19525
Torneo de Chile, carrera 200 m, Bernardo BALOYES, 19527
Torneo de Chile, carrera 200 m, Mujinga KAMBUNDJI, 19619
Torneo de China, carrera 200 m, Joseph Paul AMOAH, 19519
Torneo de China, carrera 200 m, Amy HUNT, 19566
Torneo de China, carrera 200 m, Bernardo BALOYES, 19588
Torneo de Colombia, carrera 200 m, Teahna DANIELS, 19549
Torneo de Colombia, carrera 200 m, Kenneth BEDNAREK, 19616
Torneo de Colombia, carrera 200 m, Joseph Paul AMOAH, 19638
Torneo de Comoros, carrera 200 m, Shaunae MILLER-UIBO, 19542
Torneo de Comoros, carrera 200 m, Alex WILSON, 19629
Torneo de Comoros, carrera 200 m, Marie-Josée TA LOU, 19649
Torneo de Congo Democratic Republic of the, carrera 200 m, Dina ASHER-SMITH, 19526
Torneo de Congo Democratic Republic of the, carrera 200 m, Mujinga KAMBUNDJI, 19609
Torneo de Congo Democratic Republic of the, carrera 200 m, Dafne SCHIPPERS, 19672
Torneo de Congo Republic of the, carrera 200 m, Blessing OKAGBARE, 19551
Torneo de Congo Republic of the, carrera 200 m, Anglerne ANNELUS, 19666
Torneo de Congo Republic of the, carrera 200 m, Shaunae MILLER-UIBO, 19917
Torneo de Costa Rica, carrera 200 m, Blessing OKAGBARE, 19534
Torneo de Costa Rica, carrera 200 m, Salwa Eid NASER, 19561
Torneo de Costa Rica, carrera 200 m, Teahna DANIELS, 19633
Torneo de Croatia, carrera 200 m, Clarence MUNYAI, 19618
Torneo de Croatia, carrera 200 m, Ramil GULIYEV, 19651
Torneo de Croatia, carrera 200 m, Cravon GILLESPIE, 19720
Torneo de Cuba, carrera 200 m, Dezerea BRYANT, 19562
Torneo de Cuba, carrera 200 m, Michael NORMAN, 19708
Torneo de Cuba, carrera 200 m, Beth DOBBIN, 19716
Torneo de Cyprus, carrera 200 m, Alex WILSON, 19536
Torneo de Cyprus, carrera 200 m, Adam GEMILI, 19550
Torneo de Cyprus, carrera 200 m, Abdul Hakim SANI BROWN, 19554
Torneo de Czechia, carrera 200 m, Marie-Josée TA LOU, 19556
Torneo de Czechia, carrera 200 m, Brittany BROWN, 19635
Torneo de Czechia, carrera 200 m, Mujinga KAMBUNDJI, 19648
Torneo de Denmark, carrera 200 m, Shaunae MILLER-UIBO, 19501
Torneo de Denmark, carrera 200 m, Mujinga KAMBUNDJI, 19552
Torneo de Denmark, carrera 200 m, Cravon GILLESPIE, 19577
Torneo de Djibouti, carrera 200 m, Brittany BROWN, 19528
Torneo de Djibouti, carrera 200 m, Salwa Eid NASER, 19583
Torneo de Djibouti, carrera 200 m, Kenneth BEDNAREK, 19604
Torneo de Dominica, carrera 200 m, Anglerne ANNELUS, 19564
Torneo de Dominica, carrera 200 m, Amy HUNT, 19595
Torneo de Dominica, carrera 200 m, Salwa Eid NASER, 19722
Torneo de Dominican Republic, carrera 200 m, Divine ODUDURU, 19578
Torneo de Dominican Republic, carrera 200 m, Brittany BROWN, 19600
Torneo de Dominican Republic, carrera 200 m, Noah LYLES, 19730
Torneo de Ecuador, carrera 200 m, ShaCarri RICHARDSON, 19523
Torneo de Ecuador, carrera 200 m, Salwa Eid NASER, 19621
Torneo de Ecuador, carrera 200 m, Shelly-Ann FRASER-PRYCE, 19629
Torneo de Egypt, carrera 200 m, Kenneth BEDNAREK, 19529
Torneo de Egypt, carrera 200 m, Anglerne ANNELUS, 19599
Torneo de Egypt, carrera 200 m, Salwa Eid NASER, 19621
Torneo de El Salvador, carrera 200 m, Cambrea STURGIS, 19572
Torneo de El Salvador, carrera 200 m, Cravon GILLESPIE, 19609
Torneo de El Salvador, carrera 200 m, Amy HUNT, 19631
Torneo de Equatorial Guinea, carrera 200 m, Kayla WHITE, 19540
Torneo de Equatorial Guinea, carrera 200 m, Christian COLEMAN, 19544
Torneo de Equatorial Guinea, carrera 200 m, Beth DOBBIN, 19575
Torneo de Eritrea, carrera 200 m, Shaunae MILLER-UIBO, 19543
Torneo de Eritrea, carrera 200 m, Salwa Eid NASER, 19589
Torneo de Eritrea, carrera 200 m, Anglerne ANNELUS, 19599
Torneo de Estonia, carrera 200 m, Steven GARDINER, 19540
Torneo de Estonia, carrera 200 m, Michael NORMAN, 19562
Torneo de Estonia, carrera 200 m, Aaron BROWN, 19588
Torneo de Ethiopia, carrera 200 m, Kayla WHITE, 19603
Torneo de Ethiopia, carrera 200 m, Abdul Hakim SANI BROWN, 19626
Torneo de Ethiopia, carrera 200 m, Cambrea STURGIS, 19639
Torneo de Fiji, carrera 200 m, Steven GARDINER, 19504
Torneo de Fiji, carrera 200 m, Joseph Paul AMOAH, 19581
Torneo de Fiji, carrera 200 m, Christian COLEMAN, 19586
Torneo de Finland, carrera 200 m, Michael NORMAN, 19521
Torneo de Finland, carrera 200 m, Dina ASHER-SMITH, 19615
Torneo de Finland, carrera 200 m, Cravon GILLESPIE, 19656
Torneo de France, carrera 200 m, Michael NORMAN, 19547
Torneo de France, carrera 200 m, Dezerea BRYANT, 19567
Torneo de France, carrera 200 m, Mujinga KAMBUNDJI, 19583
Torneo de French Guiana, carrera 200 m, Noah LYLES, 19505
Torneo de French Guiana, carrera 200 m, Mario BURKE, 19545
Torneo de French Guiana, carrera 200 m, Adam GEMILI, 19598
Torneo de Gabon, carrera 200 m, Elaine THOMPSON, 19662
Torneo de Gabon, carrera 200 m, Shaunae MILLER-UIBO, 19716
Torneo de Gabon, carrera 200 m, Shelly-Ann FRASER-PRYCE, 19768
Torneo de Gambia, carrera 200 m, Ivet LALOVA-COLLIO, 19520
Torneo de Gambia, carrera 200 m, Divine ODUDURU, 19545
Torneo de Gambia, carrera 200 m, Andre DE GRASSE, 19642
Torneo de Georgia, carrera 200 m, Steven GARDINER, 19504
Torneo de Georgia, carrera 200 m, Teahna DANIELS, 19506
Torneo de Georgia, carrera 200 m, Ramil GULIYEV, 19521
Torneo de Germany, carrera 200 m, Salwa Eid NASER, 19518
Torneo de Germany, carrera 200 m, Joseph Paul AMOAH, 19578
Torneo de Germany, carrera 200 m, Andrew HUDSON, 19606
Torneo de Ghana, carrera 200 m, Andre DE GRASSE, 19528
Torneo de Ghana, carrera 200 m, Alex QUIÑÓNEZ, 19566
Torneo de Ghana, carrera 200 m, ShaCarri RICHARDSON, 19569
Torneo de Greece, carrera 200 m, Amy HUNT, 19501
Torneo de Greece, carrera 200 m, Aaron BROWN, 19503
Torneo de Greece, carrera 200 m, Adam GEMILI, 19560
Torneo de Grenada, carrera 200 m, Elaine THOMPSON, 19500
Torneo de Grenada, carrera 200 m, Abdul Hakim SANI BROWN, 19549
Torneo de Grenada, carrera 200 m, Marie-Josée TA LOU, 19595
Torneo de Guatemala, carrera 200 m, Cambrea STURGIS, 19571
Torneo de Guatemala, carrera 200 m, Kayla WHITE, 19679
Torneo de Guatemala, carrera 200 m, Divine ODUDURU, 19691
Torneo de Guinea, carrera 200 m, Ivet LALOVA-COLLIO, 19504
Torneo de Guinea, carrera 200 m, Beth DOBBIN, 19538
Torneo de Guinea, carrera 200 m, Marie-Josée TA LOU, 19571
Torneo de Guinea-Bissau, carrera 200 m, Bernardo BALOYES, 19522
Torneo de Guinea-Bissau, carrera 200 m, Kenneth BEDNAREK, 19629
Torneo de Guinea-Bissau, carrera 200 m, Salwa Eid NASER, 19714
Torneo de Guyana, carrera 200 m, Kayla WHITE, 19566
Torneo de Guyana, carrera 200 m, Andre DE GRASSE, 19663
Torneo de Guyana, carrera 200 m, Michael NORMAN, 19673
Torneo de Haiti, carrera 200 m, Amy HUNT, 19524
Torneo de Haiti, carrera 200 m, Shelly-Ann FRASER-PRYCE, 19595
Torneo de Haiti, carrera 200 m, Alex QUIÑÓNEZ, 19684
Torneo de Honduras, carrera 200 m, Marie-Josée TA LOU, 19507
Torneo de Honduras, carrera 200 m, Michael NORMAN, 19607
Torneo de Honduras, carrera 200 m, Clarence MUNYAI, 19716
Torneo de Hungary, carrera 200 m, Elaine THOMPSON, 19528
Torneo de Hungary, carrera 200 m, Mujinga KAMBUNDJI, 19533
Torneo de Hungary, carrera 200 m, Noah LYLES, 19635
Torneo de Iceland, carrera 200 m, Zhenye XIE, 19515
Torneo de Iceland, carrera 200 m, Bernardo BALOYES, 19586
Torneo de Iceland, carrera 200 m, Dezerea BRYANT, 19638
Torneo de India, carrera 200 m, Anglerne ANNELUS, 19568
Torneo de India, carrera 200 m, Aaron BROWN, 19622
Torneo de India, carrera 200 m, Marie-Josée TA LOU, 19636
Torneo de Indonesia, carrera 200 m, Abdul Hakim SANI BROWN, 19525
Torneo de Indonesia, carrera 200 m, Blessing OKAGBARE, 19623
Torneo de Indonesia, carrera 200 m, Adam GEMILI, 19654
Torneo de Iran, carrera 200 m, Shelly-Ann FRASER-PRYCE, 19511
Torneo de Iran, carrera 200 m, Aaron BROWN, 19527
Torneo de Iran, carrera 200 m, Andre DE GRASSE, 19579
Torneo de Iraq, carrera 200 m, Janeek BROWN, 19578
Torneo de Iraq, carrera 200 m, Aaron BROWN, 19580
Torneo de Iraq, carrera 200 m, Salwa Eid NASER, 19657
Torneo de Ireland, carrera 200 m, Kenneth BEDNAREK, 19517
Torneo de Ireland, carrera 200 m, Ivet LALOVA-COLLIO, 19568
Torneo de Ireland, carrera 200 m, Mujinga KAMBUNDJI, 19597
Torneo de Israel, carrera 200 m, Christian COLEMAN, 19512
Torneo de Israel, carrera 200 m, Beth DOBBIN, 19514
Torneo de Israel, carrera 200 m, Cravon GILLESPIE, 19529
Torneo de Italy, carrera 200 m, Aaron BROWN, 19512
Torneo de Italy, carrera 200 m, Teahna DANIELS, 19519
Torneo de Italy, carrera 200 m, Bernardo BALOYES, 19588
Torneo de Ivory Coast, carrera 200 m, Zhenye XIE, 19526
Torneo de Ivory Coast, carrera 200 m, Cambrea STURGIS, 19622
Torneo de Ivory Coast, carrera 200 m, Steven GARDINER, 19660
Torneo de Jamaica, carrera 200 m, Kayla WHITE, 19500
Torneo de Jamaica, carrera 200 m, Dina ASHER-SMITH, 19507
Torneo de Jamaica, carrera 200 m, Andre DE GRASSE, 19519
Torneo de Japan, carrera 200 m, Amy HUNT, 19529
Torneo de Japan, carrera 200 m, Brittany BROWN, 19559
Torneo de Japan, carrera 200 m, Anglerne ANNELUS, 19590
Torneo de Jordan, carrera 200 m, Janeek BROWN, 19505
Torneo de Jordan, carrera 200 m, Cravon GILLESPIE, 19531
Torneo de Jordan, carrera 200 m, Elaine THOMPSON, 19547
Torneo de Kazakhstan, carrera 200 m, Alex QUIÑÓNEZ, 19516
Torneo de Kazakhstan, carrera 200 m, Alex WILSON, 19532
Torneo de Kazakhstan, carrera 200 m, Christian COLEMAN, 19545
Torneo de Kenya, carrera 200 m, Andre DE GRASSE, 19508
Torneo de Kenya, carrera 200 m, Kenneth BEDNAREK, 19537
Torneo de Kenya, carrera 200 m, Ramil GULIYEV, 19572
Torneo de Kiribati, carrera 200 m, Steven GARDINER, 19540
Torneo de Kiribati, carrera 200 m, Bernardo BALOYES, 19653
Torneo de Kiribati, carrera 200 m, Cravon GILLESPIE, 19778
Torneo de Kosovo, carrera 200 m, Cambrea STURGIS, 19658
Torneo de Kosovo, carrera 200 m, Cravon GILLESPIE, 19660
Torneo de Kosovo, carrera 200 m, Clarence MUNYAI, 19698
Torneo de Kuwait, carrera 200 m, Shelly-Ann FRASER-PRYCE, 19509
Torneo de Kuwait, carrera 200 m, Cravon GILLESPIE, 19517
Torneo de Kuwait, carrera 200 m, Elaine THOMPSON, 19682
Torneo de Kyrgyzstan, carrera 200 m, Zhenye XIE, 19502
Torneo de Kyrgyzstan, carrera 200 m, Dafne SCHIPPERS, 19503
